MCS	Mimo	config
1.1016660497707584	0.02278312084798346	Sil_A
1.068623516175694	0.022846965510731496	Sil_A
1.016760361988476	0.02387258049006742	Sil_A
0.985868334020006	0.025369724612695238	Sil_A
0.9872768000097935	0.02611337133817643	Sil_A
0.9746395324716672	0.02662364521821467	Sil_A
0.9356665083174984	0.0270731198119812	Sil_A
0.9412479441955425	0.027614236113924204	Sil_A
0.9157794765355044	0.029078813690072456	Sil_A
0.9041156293318383	0.029920380965279367	Sil_A
0.8775028550166988	0.028103777748255235	Sil_A
0.9054446302991063	0.02975876544542168	Sil_A
0.8567356059923057	0.031008768221452907	Sil_A
0.8319927853052461	0.029726124002664688	Sil_A
0.8319967307311273	0.031215392874546832	Sil_A
0.7935001755957574	0.028734884638846023	Sil_A
0.8101139607681064	0.029758314901129405	Sil_A
0.8007041384713292	0.03214430877962289	Sil_A
0.7714813029813502	0.030918314557813634	Sil_A
0.772824338004441	0.030850316197044935	Sil_A
0.7577569641992844	0.031196834602772682	Sil_A
0.7541334007567313	0.031278302661202094	Sil_A
0.75225667072069	0.03136425067207244	Sil_A
0.7473735481621258	0.032042432538522424	Sil_A
0.7557578640078003	0.030573577185478203	Sil_A
0.7362941357671069	0.030504669634513575	Sil_A
0.7441524194086075	0.030687281228122813	Sil_A
0.7436184959664459	0.031159674120838834	Sil_A
0.7763407850900053	0.029743946010321556	Sil_A
0.7787733656774415	0.032227282704958574	Sil_A
0.7466054010003392	0.029414641295312113	Sil_A
0.7513292432830407	0.030239466467718253	Sil_A
0.7024527182379419	0.03160403033101678	Sil_A
0.765268859874482	0.03011290979634881	Sil_A
0.6861516042456343	0.03209361023776054	Sil_A
0.7253652552681311	0.03216694023763854	Sil_A
0.7752140200675134	0.028512471302989922	Sil_A
0.7445526741994636	0.03190938231118759	Sil_A
0.7303658775931318	0.02936424864817048	Sil_A
0.7020082580042373	0.02953048199212831	Sil_A
0.7225153712378708	0.029893536930171657	Sil_A
0.7143468614061024	0.029623524393238225	Sil_A
0.7356405433129753	0.02779945192839898	Sil_A
0.7346964417195958	0.030399750450449875	Sil_A
0.7139687540053072	0.028278018589700474	Sil_A
0.7235070861917567	0.029929253301066498	Sil_A
0.7346261425465023	0.029420122023286557	Sil_A
0.7103314008111414	0.029192363892354096	Sil_A
0.7041110694196706	0.032254125471952805	Sil_A
1.3555350301039955	0.15087078633876663	Sil_B
1.3485678973359783	0.15822736072219698	Sil_B
1.324803885508731	0.15996635052248978	Sil_B
1.329361723359103	0.1646583898678325	Sil_B
1.3314577612505678	0.16972528269182924	Sil_B
1.3083656311549146	0.17161546570288383	Sil_B
1.313821710395637	0.1770687444699254	Sil_B
1.2561635181985515	0.17682248963936376	Sil_B
1.265098339510645	0.17781193342734414	Sil_B
1.2412794239639555	0.17707056938201096	Sil_B
1.2872496758908698	0.18856979914794675	Sil_B
1.2575987342468768	0.18818494304110947	Sil_B
1.2498527477241357	0.18756190995111727	Sil_B
1.228188682812312	0.18499285083692188	Sil_B
1.2158129716627253	0.1879711343997058	Sil_B
1.1963841097655759	0.18280069948651181	Sil_B
1.2067889816106978	0.1848218542227345	Sil_B
1.1918850280735738	0.19092397159741606	Sil_B
1.2116851295678333	0.18509386890427876	Sil_B
1.1673839247579239	0.1864300602312849	Sil_B
1.140314826859461	0.18066152070243532	Sil_B
1.1276496565584446	0.18293118607987413	Sil_B
1.2048162834507867	0.1939242432480566	Sil_B
1.1601287814917978	0.1898375798587085	Sil_B
1.090540784952071	0.1809312619584773	Sil_B
1.134623853714528	0.1824137779347127	Sil_B
1.1571812030997968	0.1907506592327653	Sil_B
1.1243291289317465	0.18531259282062373	Sil_B
1.0642839091559488	0.18003167422025873	Sil_B
1.0808484312308773	0.17765608330392382	Sil_B
1.1098767065156188	0.17885514815936546	Sil_B
1.0711274047624129	0.17895121846036796	Sil_B
1.055880541311783	0.1751957832931935	Sil_B
1.0443197437003715	0.17293301982382595	Sil_B
1.0393836213984686	0.17795539244930897	Sil_B
1.044746501127176	0.1638954668359083	Sil_B
1.035339603057718	0.17583614909881481	Sil_B
1.0664505444669778	0.1809121009709871	Sil_B
1.0120903694794157	0.17028274321206818	Sil_B
0.9942284295034917	0.17109105639399372	Sil_B
1.007141573988033	0.17654584335098406	Sil_B
1.0359959674457808	0.17508718839221285	Sil_B
0.9842803618290026	0.17072824896319036	Sil_B
1.0756521881072703	0.1798792344791751	Sil_B
1.002062847501312	0.17810886215532187	Sil_B
0.960909447844747	0.16895700526181048	Sil_B
0.9743508989162449	0.16804983328132114	Sil_B
1.0172779642824346	0.17948324966619308	Sil_B
0.9436096588235622	0.16439558821558256	Sil_B
1.1899441937579052	0.014436553515878713	Seq_A
1.125738311331133	0.015166666666666665	Seq_A
1.0741449104523075	0.01563354759299781	Seq_A
1.0429061470764505	0.01560565384463358	Seq_A
1.0377849701375719	0.015892551141195425	Seq_A
0.9942445728057533	0.01694739619666415	Seq_A
0.9669249703816536	0.016993589743589745	Seq_A
0.9523920136637543	0.0187261835302767	Seq_A
0.9548277500966229	0.017669882998453085	Seq_A
0.9096785855112359	0.018683459410708047	Seq_A
0.9124517009393248	0.018910256410256412	Seq_A
0.8790472081417738	0.018138677354709417	Seq_A
0.8514685584275614	0.018699550227451518	Seq_A
0.8560308660054824	0.019032387643210306	Seq_A
0.829877491197484	0.018944638156770246	Seq_A
0.8335062941785424	0.018213033087508664	Seq_A
0.83168508293137	0.018333333333333333	Seq_A
0.8153558048019175	0.019162106549688362	Seq_A
0.7868845344514621	0.018537592314004377	Seq_A
0.7874860575273318	0.01903894485120012	Seq_A
0.763834527983824	0.018785206222385706	Seq_A
0.8077142655139731	0.021119777754033547	Seq_A
0.7424263026595137	0.019856537054136317	Seq_A
0.7586515536126115	0.019924558328262176	Seq_A
0.7466781299965388	0.020745699531479776	Seq_A
0.717126495156131	0.020681729499740755	Seq_A
0.7344424028941356	0.02033547008547008	Seq_A
0.7058196794380518	0.021882315682254908	Seq_A
0.7338361062956008	0.022158045608180382	Seq_A
0.7007170046479011	0.02288172006233474	Seq_A
0.7442165163704619	0.022504833769655907	Seq_A
0.7176392585628318	0.021572337127892683	Seq_A
0.7062336115226835	0.021234464412491764	Seq_A
0.7036091097881577	0.02294289319322308	Seq_A
0.7091022371756858	0.022823874521072797	Seq_A
0.6725702116949531	0.021921029048521983	Seq_A
0.6809311000694558	0.023869518716577536	Seq_A
0.6760704608524968	0.022254136238579757	Seq_A
0.6923124370142786	0.022614751855525538	Seq_A
0.6838058420527718	0.02165497644315729	Seq_A
0.6624401526962966	0.02390506348046443	Seq_A
0.6535488402259838	0.02357270855064323	Seq_A
0.6472121968504781	0.023547716066292284	Seq_A
0.6688198872564133	0.023971050921651103	Seq_A
0.6495629034498588	0.02438643615428704	Seq_A
0.6470506258846833	0.023502853443211975	Seq_A
0.638220032580181	0.023217948717948727	Seq_A
0.6294865148545921	0.02254887999734467	Seq_A
0.6800531218412201	0.023652916415085448	Seq_A
1.6528207228619118	0.18708796984577497	Seq_B
1.634726641763345	0.1932216119795334	Seq_B
1.5972823653400898	0.19282909358481498	Seq_B
1.6031919861895267	0.1899396763588778	Seq_B
1.5492485079945335	0.19213338439818572	Seq_B
1.5865156391680106	0.19313770599558666	Seq_B
1.5624572880589813	0.19100112697220134	Seq_B
1.5334860859758752	0.19051561021759697	Seq_B
1.5114888707677463	0.19012584522915102	Seq_B
1.465282746955649	0.18973236493881207	Seq_B
1.5150626548634003	0.1907636634199134	Seq_B
1.4513007941078937	0.18223661971830987	Seq_B
1.4171841910192813	0.1838468296638933	Seq_B
1.4243292221224324	0.18371009263957006	Seq_B
1.3641932281148659	0.18380120825944515	Seq_B
1.372288281748851	0.1846500348453	Seq_B
1.3306930492787976	0.18321300996427903	Seq_B
1.3480262011467699	0.18214893481143665	Seq_B
1.3207419197705947	0.17451359675480768	Seq_B
1.3324205342560775	0.17608131885878678	Seq_B
1.3076845363296452	0.1817680908680608	Seq_B
1.3308822643721256	0.18345528072980347	Seq_B
1.3394105259254474	0.1853109699318134	Seq_B
1.2717572655718759	0.17427953904018662	Seq_B
1.2562363522830946	0.1716153047091413	Seq_B
1.2477213095535107	0.17908706677937447	Seq_B
1.2785860459044591	0.18208019578313253	Seq_B
1.229852770387372	0.17488648257893508	Seq_B
1.2482446998074523	0.17679003168596355	Seq_B
1.2602847465836688	0.17409936301904935	Seq_B
1.2444584883301877	0.17222201352366642	Seq_B
1.2085394003361418	0.1732206731446275	Seq_B
1.2348195073376913	0.17390739499469043	Seq_B
1.1949192618277922	0.17662373278684523	Seq_B
1.232476975273707	0.16796499218374217	Seq_B
1.2492896757906828	0.1722698498551697	Seq_B
1.2635318149292283	0.17492394366197184	Seq_B
1.205645058331972	0.17758252859005963	Seq_B
1.2498724382428665	0.16772857657765897	Seq_B
1.2770529645479622	0.1770857466834683	Seq_B
1.266112516731451	0.16858861303305744	Seq_B
1.3726220275726422	0.17959804658151765	Seq_B
1.2446277576050124	0.17759404057480982	Seq_B
1.287687515951809	0.1755141270461699	Seq_B
1.2705532502086512	0.16207159951233463	Seq_B
1.2306081242661333	0.17501919852495243	Seq_B
1.2938928243692482	0.17712962962962966	Seq_B
1.3148599800037586	0.17085038047145007	Seq_B
1.257796828351542	0.17727420108884165	Seq_B
